datetime,date,userID,locationID,buildingID,chargingLen,originLocationID,originChargingHour,incentive,score
2018-07-03 21:00:00,0703,604771H,50268,19,2.0,50240,9,1,0.1215781196304858
2018-07-03 08:00:00,0703,605079H,50349,7,2.0,50692,10,10,0.744292620499173
2018-07-03 08:00:00,0703,600963,50240,17,1.0,50911,11,10,0.7139292217701781
2018-07-03 07:00:00,0703,604738H,50267,14,2.0,50268,3,9,0.2929187582422195
2018-07-03 12:00:00,0703,604903H,50266,10,1.0,50266,12,0,-1.0
2018-07-03 13:00:00,0703,604796H,50267,14,1.0,50267,13,0,-1.0
2018-07-03 22:00:00,0703,605074H,50911,13,1.0,50911,14,0,-1.0
2018-07-03 18:00:00,0703,605079H,50675,18,2.0,50692,15,9,0.4268623020874549
2018-07-03 07:00:00,0703,606363,50266,10,3.0,51087,16,9,0.3267480092968723
2018-07-03 13:00:00,0703,603990,51087,4,2.0,50911,16,9,0.2398214668636677
2018-07-03 08:00:00,0703,607613,50841,2,2.0,50692,11,3,0.6793030753457802
2018-07-03 14:00:00,0703,604832H,50267,14,2.0,50267,13,0,-1.0
2018-07-03 08:00:00,0703,604380H,50261,9,2.0,50911,13,7,0.4376339068724171
2018-07-03 18:00:00,0703,602814,50230,0,4.0,50269,14,9,0.4423676499443321
2018-07-03 08:00:00,0703,605074H,50268,19,1.0,50911,15,0,0.6219344126807846
2018-07-03 19:00:00,0703,606363,50349,7,3.0,50909,15,9,0.2945445233116497
2018-07-03 08:00:00,0703,604380H,50841,2,3.0,50911,21,0,0.5647810586911723
2018-07-03 16:00:00,0703,604620H,50349,7,2.0,50349,16,0,-1.0
2018-07-03 08:00:00,0703,604796H,50349,7,2.0,50267,21,0,0.5292081625165574
2018-07-03 21:00:00,0703,605235,51087,4,2.0,51087,21,0,-1.0
2018-07-03 12:00:00,0703,603548,50269,12,3.0,50911,22,9,0.2888824015975846
2018-07-03 21:00:00,0703,604761H,50240,17,2.0,50349,11,9,0.1912359654067467
2018-07-03 18:00:00,0703,604380H,51199,1,2.0,50911,16,7,0.4797982677713313
