,datetime,buildingID,consumption,generation
373,2018-07-02 13:00:00,2,359.3856201171875,7.869825839996338
374,2018-07-02 14:00:00,2,348.2176513671875,7.702685832977295
375,2018-07-02 15:00:00,2,355.8949279785156,7.653872013092041
376,2018-07-02 16:00:00,2,369.39678955078125,6.790246486663818
377,2018-07-02 17:00:00,2,356.8658752441406,5.693138122558594
378,2018-07-02 18:00:00,2,345.45880126953125,4.330362796783447
379,2018-07-02 19:00:00,2,346.41094970703125,2.4896068572998047
380,2018-07-02 20:00:00,2,320.52984619140625,0.8273502588272095
381,2018-07-02 21:00:00,2,296.1226806640625,0.11048581451177597
382,2018-07-02 22:00:00,2,284.30877685546875,0.0
383,2018-07-02 23:00:00,2,266.9710693359375,0.0
384,2018-07-03 00:00:00,2,260.05731201171875,0.05298634245991707
385,2018-07-03 01:00:00,2,236.31251525878906,0.00276808999478817
386,2018-07-03 02:00:00,2,215.1616973876953,0.0038720122538506985
387,2018-07-03 03:00:00,2,215.16163635253906,0.0
388,2018-07-03 04:00:00,2,222.20558166503906,0.0
389,2018-07-03 05:00:00,2,223.35595703125,0.0
390,2018-07-03 06:00:00,2,241.7768096923828,0.04710603132843971
391,2018-07-03 07:00:00,2,276.1106262207031,0.07774768769741058
392,2018-07-03 08:00:00,2,278.6291198730469,0.0
393,2018-07-03 09:00:00,2,289.51904296875,0.8101264834403992
394,2018-07-03 10:00:00,2,319.3374328613281,2.9735052585601807
395,2018-07-03 11:00:00,2,325.4367980957031,5.154724597930908
396,2018-07-03 12:00:00,2,338.3215026855469,6.737462043762207
397,2018-07-03 13:00:00,2,359.3856201171875,7.5313520431518555
398,2018-07-03 14:00:00,2,348.2176513671875,7.265331268310547
399,2018-07-03 15:00:00,2,355.8949279785156,7.155192852020264
400,2018-07-03 16:00:00,2,369.39678955078125,6.265660762786865
401,2018-07-03 17:00:00,2,356.8658752441406,5.160529136657715
402,2018-07-03 18:00:00,2,345.45880126953125,3.905569076538086
403,2018-07-03 19:00:00,2,346.41094970703125,2.3450515270233154
404,2018-07-03 20:00:00,2,320.52984619140625,0.8117398619651794
405,2018-07-03 21:00:00,2,296.1226806640625,0.1448352187871933
406,2018-07-03 22:00:00,2,284.30877685546875,0.0
407,2018-07-03 23:00:00,2,266.9710693359375,0.0
408,2018-07-04 00:00:00,2,260.05731201171875,0.053374551236629486
409,2018-07-04 01:00:00,2,236.31251525878906,0.010145863518118858
410,2018-07-04 02:00:00,2,215.1616973876953,0.017091425135731697
411,2018-07-04 03:00:00,2,215.16163635253906,0.0
412,2018-07-04 04:00:00,2,222.20558166503906,0.0
413,2018-07-04 05:00:00,2,223.35595703125,0.0
414,2018-07-04 06:00:00,2,241.7768096923828,0.04630875959992409
415,2018-07-04 07:00:00,2,276.1106262207031,0.07907604426145554
416,2018-07-04 08:00:00,2,278.6291198730469,0.0
417,2018-07-04 09:00:00,2,289.51904296875,0.7776144742965698
418,2018-07-04 10:00:00,2,319.3374328613281,3.0295255184173584
419,2018-07-04 11:00:00,2,325.4367980957031,5.32708215713501
420,2018-07-04 12:00:00,2,338.3215026855469,6.908322334289551
421,2018-07-04 13:00:00,2,359.3856201171875,7.776846408843994
422,2018-07-04 14:00:00,2,348.2176513671875,7.574641227722168
423,2018-07-04 15:00:00,2,355.8949279785156,7.497693061828613
424,2018-07-04 16:00:00,2,369.39678955078125,6.635517597198486
425,2018-07-04 17:00:00,2,356.8658752441406,5.5361175537109375
426,2018-07-04 18:00:00,2,345.45880126953125,4.207241535186768
427,2018-07-04 19:00:00,2,346.41094970703125,2.444892644882202
428,2018-07-04 20:00:00,2,320.52984619140625,0.8263947367668152
429,2018-07-04 21:00:00,2,296.1226806640625,0.12007898092269897
430,2018-07-04 22:00:00,2,284.30877685546875,0.0
431,2018-07-04 23:00:00,2,266.9710693359375,0.0
432,2018-07-05 00:00:00,2,260.05731201171875,0.05781625211238861
433,2018-07-05 01:00:00,2,236.31251525878906,0.011286474764347076
434,2018-07-05 02:00:00,2,215.1616973876953,0.017217235639691353
435,2018-07-05 03:00:00,2,215.16163635253906,0.0
436,2018-07-05 04:00:00,2,222.20558166503906,0.0
437,2018-07-05 05:00:00,2,223.35595703125,0.0
438,2018-07-05 06:00:00,2,241.7768096923828,0.044042881578207016
439,2018-07-05 07:00:00,2,276.1106262207031,0.0855894684791565
440,2018-07-05 08:00:00,2,278.6291198730469,0.0
441,2018-07-05 09:00:00,2,289.51904296875,0.7163529396057129
442,2018-07-05 10:00:00,2,319.3374328613281,3.067222833633423
443,2018-07-05 11:00:00,2,325.4367980957031,5.47900915145874
444,2018-07-05 12:00:00,2,338.3215026855469,7.066409587860107
445,2018-07-05 13:00:00,2,359.3856201171875,8.006997108459473
446,2018-07-05 14:00:00,2,348.2176513671875,7.897745609283447
447,2018-07-05 15:00:00,2,355.8949279785156,7.911126613616943
